country,city,aqi,aqi_category,co,co_aqi_category,o3,ozone_aqi_category,no2,no2_aqi_category,pm25,pm2.5_aqi_category,lat,lon
Poland,Puck,87,Moderate,1,Good,24,Good,3,Good,87,Moderate,54.7,18.4
Italy,Cadoneghe,87,Moderate,1,Good,63,Moderate,0,Good,87,Moderate,45.45,11.9333
Switzerland,Binningen,87,Moderate,1,Good,25,Good,3,Good,87,Moderate,47.5333,7.5667
Venezuela (Bolivarian Republic of),Cabimas,87,Moderate,1,Good,20,Good,4,Good,87,Moderate,10.4,-71.4333
Switzerland,Bellinzona,87,Moderate,1,Good,41,Good,0,Good,87,Moderate,46.1954,9.0297
India,Lala,87,Moderate,1,Good,36,Good,0,Good,87,Moderate,7.9667,123.75
Cuba,Rodas,87,Moderate,1,Good,18,Good,3,Good,87,Moderate,22.3428,-80.5553
Italy,Selvazzano Dentro,87,Moderate,1,Good,61,Moderate,0,Good,87,Moderate,45.3833,11.7833
Philippines,Davao,87,Moderate,1,Good,17,Good,1,Good,87,Moderate,7.0667,125.6
Serbia,Kikinda,87,Moderate,1,Good,40,Good,2,Good,87,Moderate,45.8333,20.45
Italy,Monselice,87,Moderate,1,Good,63,Moderate,0,Good,87,Moderate,45.2333,11.75
Iran (Islamic Republic of),Qorveh,87,Moderate,1,Good,59,Moderate,0,Good,87,Moderate,35.1664,47.8044
Niger,Ayorou,87,Moderate,1,Good,20,Good,1,Good,87,Moderate,14.735,0.92
Poland,Poniatowa,87,Moderate,1,Good,35,Good,2,Good,87,Moderate,51.1833,22.0667
Iran (Islamic Republic of),Khomeyn,87,Moderate,1,Good,51,Moderate,0,Good,87,Moderate,33.6422,50.0789
Cuba,Los Arabos,87,Moderate,1,Good,20,Good,1,Good,87,Moderate,22.74,-80.7161
Italy,Umbertide,87,Moderate,1,Good,37,Good,3,Good,87,Moderate,43.3,12.3333
Italy,Vigonza,87,Moderate,1,Good,63,Moderate,0,Good,87,Moderate,45.45,11.9833
Italy,Adria,87,Moderate,1,Good,65,Moderate,0,Good,87,Moderate,45.05,12.05
Tajikistan,Moskovskiy,87,Moderate,1,Good,45,Good,0,Good,87,Moderate,55.6,37.35
Malaysia,Kuantan,86,Moderate,1,Good,38,Good,0,Good,86,Moderate,3.8167,103.3333
United States of America,Springdale,86,Moderate,1,Good,24,Good,4,Good,86,Moderate,39.8769,-74.9724
United States of America,Springdale,86,Moderate,1,Good,24,Good,4,Good,86,Moderate,39.2909,-84.476
United States of America,Slidell,86,Moderate,1,Good,25,Good,4,Good,86,Moderate,30.2887,-89.7828
United States of America,Springdale,86,Moderate,1,Good,24,Good,4,Good,86,Moderate,36.1901,-94.1574
Italy,Caravaggio,86,Moderate,1,Good,58,Moderate,0,Good,86,Moderate,45.4978,9.6431
Nicaragua,El Viejo,86,Moderate,1,Good,18,Good,3,Good,86,Moderate,12.6631,-87.1694
Venezuela (Bolivarian Republic of),Turmero,86,Moderate,1,Good,39,Good,2,Good,86,Moderate,10.2283,-67.4753
Iran (Islamic Republic of),Marand,86,Moderate,1,Good,44,Good,0,Good,86,Moderate,38.4331,45.7686
Cuba,Cumanayagua,86,Moderate,1,Good,21,Good,2,Good,86,Moderate,22.1522,-80.2011
Italy,San Giuliano Milanese,86,Moderate,1,Good,65,Moderate,0,Good,86,Moderate,45.4,9.2833
Italy,Corleone,86,Moderate,1,Good,46,Good,0,Good,86,Moderate,37.8167,13.3
Italy,Camposampiero,86,Moderate,1,Good,60,Moderate,0,Good,86,Moderate,45.5667,11.9333
Serbia,Pristina,86,Moderate,1,Good,47,Good,0,Good,86,Moderate,42.6633,21.1622
Mexico,Felipe Carrillo Puerto,86,Moderate,1,Good,25,Good,0,Good,86,Moderate,19.5786,-88.0453
Hungary,Dabas,86,Moderate,1,Good,37,Good,3,Good,86,Moderate,47.189,19.3126
Italy,Rivarolo Canavese,86,Moderate,1,Good,40,Good,2,Good,86,Moderate,45.3312,7.7171
Italy,Vigodarzere,86,Moderate,1,Good,62,Moderate,0,Good,86,Moderate,45.45,11.8833
Turkey,Manisa,86,Moderate,1,Good,48,Good,1,Good,86,Moderate,38.6306,27.4222
Republic of North Macedonia,Lipkovo,86,Moderate,1,Good,47,Good,0,Good,86,Moderate,42.1553,21.5875
Bulgaria,Botevgrad,86,Moderate,1,Good,46,Good,1,Good,86,Moderate,42.9073,23.7937
Ethiopia,Giyon,86,Moderate,1,Good,24,Good,0,Good,86,Moderate,8.5333,37.9667
Italy,Paullo,85,Moderate,1,Good,64,Moderate,0,Good,85,Moderate,45.4167,9.4
Venezuela (Bolivarian Republic of),Moron,85,Moderate,1,Good,43,Good,0,Good,85,Moderate,18.56,-74.2579
United States of America,Junction City,85,Moderate,1,Good,28,Good,4,Good,85,Moderate,39.0277,-96.8508
Italy,Vedelago,85,Moderate,1,Good,58,Moderate,0,Good,85,Moderate,45.6833,12.0167
United States of America,Brent,85,Moderate,1,Good,14,Good,11,Good,85,Moderate,30.4727,-87.2495
United States of America,Natchez,85,Moderate,1,Good,17,Good,3,Good,85,Moderate,31.5437,-91.3867
Jordan,Irbid,85,Moderate,1,Good,46,Good,3,Good,85,Moderate,32.55,35.85
Slovenia,Celje,85,Moderate,1,Good,41,Good,3,Good,85,Moderate,46.2358,15.2675
Italy,Borgaro Torinese,85,Moderate,1,Good,40,Good,2,Good,85,Moderate,45.15,7.65
Italy,Guastalla,85,Moderate,1,Good,27,Good,6,Good,85,Moderate,44.9167,10.6667
Ukraine,Vyshneve,85,Moderate,1,Good,39,Good,1,Good,85,Moderate,50.3869,30.3581
Israel,Lod,85,Moderate,1,Good,53,Moderate,4,Good,85,Moderate,31.9519,34.8881
India,Avanigadda,85,Moderate,1,Good,29,Good,1,Good,85,Moderate,16.0197,80.92
Democratic Republic of the Congo,Kampene,85,Moderate,1,Good,18,Good,0,Good,85,Moderate,-3.5968,26.6658
Poland,Jaworzno,85,Moderate,1,Good,41,Good,2,Good,85,Moderate,50.2044,19.27
United States of America,Carbondale,84,Moderate,1,Good,28,Good,6,Good,84,Moderate,41.5714,-75.5048
Italy,Bovolone,84,Moderate,1,Good,59,Moderate,0,Good,84,Moderate,45.25,11.1333
Philippines,Manaoag,84,Moderate,1,Good,26,Good,1,Good,84,Moderate,16.0439,120.4856
Ghana,Suhum,84,Moderate,1,Good,18,Good,1,Good,84,Moderate,6.0333,-0.45
United States of America,Chalmette,84,Moderate,1,Good,26,Good,4,Good,84,Moderate,29.9438,-89.966
China,Kuytun,84,Moderate,1,Good,20,Good,4,Good,84,Moderate,44.4264,84.9032
Italy,Legnago,84,Moderate,1,Good,62,Moderate,0,Good,84,Moderate,45.1929,11.3115
Philippines,Rizal,84,Moderate,1,Good,31,Good,1,Good,84,Moderate,14.1083,121.3917
Ghana,Kade,84,Moderate,1,Good,18,Good,1,Good,84,Moderate,6.0833,-0.8333
Italy,Collecchio,84,Moderate,1,Good,34,Good,5,Good,84,Moderate,44.75,10.2167
United States of America,Louisville,84,Moderate,1,Good,37,Good,4,Good,84,Moderate,39.971,-105.1441
United States of America,Louisville,84,Moderate,1,Good,37,Good,4,Good,84,Moderate,38.1663,-85.6485
United States of America,Louisville,84,Moderate,1,Good,37,Good,4,Good,84,Moderate,40.837,-81.2643
United States of America,Springboro,84,Moderate,1,Good,41,Good,5,Good,84,Moderate,39.5615,-84.2348
United States of America,Carbondale,84,Moderate,1,Good,28,Good,6,Good,84,Moderate,37.7221,-89.2237
,Kochi,84,Moderate,1,Good,25,Good,1,Good,84,Moderate,9.97,76.28
Philippines,Rizal,84,Moderate,1,Good,31,Good,1,Good,84,Moderate,12.4667,120.9667
India,Karambakkudi,84,Moderate,1,Good,40,Good,1,Good,84,Moderate,10.4587,79.141
Philippines,Rizal,84,Moderate,1,Good,31,Good,1,Good,84,Moderate,17.5,121.6
India,Shertallai,84,Moderate,1,Good,24,Good,0,Good,84,Moderate,9.6869,76.3361
Philippines,Rizal,84,Moderate,1,Good,31,Good,1,Good,84,Moderate,15.71,121.1047
Philippines,Rizal,84,Moderate,1,Good,31,Good,1,Good,84,Moderate,17.8478,121.345
Germany,Weingarten,84,Moderate,1,Good,33,Good,3,Good,84,Moderate,49.0514,8.5306
Germany,Weingarten,84,Moderate,1,Good,33,Good,3,Good,84,Moderate,47.8092,9.6444
Tajikistan,Farkhor,84,Moderate,1,Good,44,Good,0,Good,84,Moderate,37.5,69.4
Philippines,Rizal,84,Moderate,1,Good,31,Good,1,Good,84,Moderate,8.5272,123.5517
Venezuela (Bolivarian Republic of),Punto Fijo,84,Moderate,1,Good,28,Good,0,Good,84,Moderate,11.7167,-70.1833
Italy,San Bonifacio,84,Moderate,1,Good,51,Moderate,0,Good,84,Moderate,45.4,11.2833
India,Alwaye,83,Moderate,1,Good,25,Good,1,Good,83,Moderate,10.1167,76.35
Iran (Islamic Republic of),Naqadeh,83,Moderate,1,Good,41,Good,0,Good,83,Moderate,36.9547,45.3881
Italy,Tavagnacco,83,Moderate,1,Good,38,Good,3,Good,83,Moderate,46.1333,13.2167
Italy,Dueville,83,Moderate,1,Good,48,Good,0,Good,83,Moderate,45.6333,11.55
India,Ongole,83,Moderate,1,Good,33,Good,0,Good,83,Moderate,15.506,80.049
Republic of North Macedonia,Vasilevo,83,Moderate,1,Good,45,Good,0,Good,83,Moderate,41.4758,22.6417
,Salou,83,Moderate,1,Good,29,Good,2,Good,83,Moderate,41.0796,1.1316
Republic of North Macedonia,Brvenica,83,Moderate,1,Good,45,Good,0,Good,83,Moderate,41.9672,20.9808
Canada,Thunder Bay,83,Moderate,1,Good,22,Good,0,Good,83,Moderate,48.3822,-89.2461
Kazakhstan,Almaty,83,Moderate,1,Good,46,Good,1,Good,83,Moderate,43.2775,76.8958
Italy,Domodossola,83,Moderate,1,Good,39,Good,0,Good,83,Moderate,46.1161,8.2911
Colombia,Circasia,83,Moderate,1,Good,19,Good,3,Good,83,Moderate,4.6167,-75.6333
Philippines,Bais,83,Moderate,1,Good,14,Good,0,Good,83,Moderate,9.5907,123.1213
Italy,Sona,83,Moderate,1,Good,51,Moderate,0,Good,83,Moderate,45.4333,10.8333
Italy,Montebelluna,83,Moderate,1,Good,54,Moderate,0,Good,83,Moderate,45.7753,12.0389
Italy,Pescantina,83,Moderate,1,Good,49,Good,0,Good,83,Moderate,45.4833,10.8667
Italy,Castelvetrano,83,Moderate,1,Good,46,Good,0,Good,83,Moderate,37.6833,12.7931
Colombia,Algarrobo,83,Moderate,1,Good,27,Good,0,Good,83,Moderate,10.1,-74.2667
United States of America,Hallandale Beach,83,Moderate,1,Good,11,Good,12,Good,83,Moderate,25.9854,-80.1423
Italy,Bussolengo,83,Moderate,1,Good,49,Good,0,Good,83,Moderate,45.4667,10.85
Canada,Amherstburg,83,Moderate,1,Good,42,Good,8,Good,83,Moderate,42.1,-83.0833
Colombia,Algarrobo,83,Moderate,1,Good,27,Good,0,Good,83,Moderate,-33.3911,-71.6928
Bulgaria,Kostinbrod,83,Moderate,1,Good,46,Good,1,Good,83,Moderate,42.8167,23.2167
Poland,Starachowice,82,Moderate,1,Good,35,Good,1,Good,82,Moderate,51.05,21.0667
Poland,Strzegom,82,Moderate,1,Good,38,Good,1,Good,82,Moderate,50.9611,16.3444
Bulgaria,Novi Iskar,82,Moderate,1,Good,46,Good,1,Good,82,Moderate,42.8,23.35
Italy,Montale,82,Moderate,1,Good,39,Good,3,Good,82,Moderate,43.9333,11.0167
Italy,Occhiobello,82,Moderate,1,Good,45,Good,2,Good,82,Moderate,44.9216,11.5812
Italy,Carmagnola,82,Moderate,1,Good,38,Good,3,Good,82,Moderate,44.85,7.7167
Italy,Chiampo,82,Moderate,1,Good,47,Good,0,Good,82,Moderate,45.55,11.2833
Ethiopia,Himora,82,Moderate,1,Good,28,Good,0,Good,82,Moderate,14.2861,36.6097
Colombia,Fonseca,82,Moderate,1,Good,9,Good,2,Good,82,Moderate,10.8333,-72.8333
United States of America,Fort Pierce,82,Moderate,1,Good,23,Good,7,Good,82,Moderate,27.4255,-80.3431
United States of America,Hobbs,82,Moderate,1,Good,33,Good,0,Good,82,Moderate,32.7281,-103.16
Cuba,Jovellanos,82,Moderate,1,Good,19,Good,1,Good,82,Moderate,22.8106,-81.1981
Italy,Mantova,82,Moderate,1,Good,64,Moderate,0,Good,82,Moderate,45.1564,10.7911
Czechia,Pardubice,82,Moderate,1,Good,43,Good,1,Good,82,Moderate,50.0386,15.7792
Azerbaijan,Pushkino,82,Moderate,1,Good,46,Good,0,Good,82,Moderate,56.0167,37.8333
Italy,Rovato,82,Moderate,1,Good,49,Good,0,Good,82,Moderate,45.567,9.9986
India,Chidambaram,82,Moderate,1,Good,41,Good,1,Good,82,Moderate,11.407,79.6912
Czechia,Chrudim,82,Moderate,1,Good,43,Good,1,Good,82,Moderate,49.9511,15.7956
Slovenia,Izola,82,Moderate,1,Good,50,Good,0,Good,82,Moderate,45.5344,13.6675
Italy,Goito,82,Moderate,1,Good,61,Moderate,0,Good,82,Moderate,45.25,10.6667
Slovakia,Myjava,82,Moderate,1,Good,37,Good,2,Good,82,Moderate,48.7492,17.5644
Germany,Bischofswerda,82,Moderate,1,Good,35,Good,2,Good,82,Moderate,51.1275,14.1797
Mexico,Tecamachalco,82,Moderate,1,Good,30,Good,1,Good,82,Moderate,18.8667,-97.7167
Ukraine,Pohrebyshche,82,Moderate,1,Good,36,Good,1,Good,82,Moderate,49.4869,29.2733
Italy,Lonate Pozzolo,82,Moderate,1,Good,42,Good,2,Good,82,Moderate,45.6,8.75
Slovakia,Senec,82,Moderate,1,Good,35,Good,2,Good,82,Moderate,48.2189,17.3997
Slovenia,Velenje,82,Moderate,1,Good,32,Good,3,Good,82,Moderate,46.3625,15.1144
Mexico,Juan Aldama,81,Moderate,1,Good,29,Good,0,Good,81,Moderate,24.291,-103.394
Cuba,Jaruco,81,Moderate,1,Good,25,Good,2,Good,81,Moderate,23.0428,-82.0094
Yemen,Aden,81,Moderate,1,Good,41,Good,0,Good,81,Moderate,12.8,45.0333
Azerbaijan,Qobustan,81,Moderate,1,Good,48,Good,0,Good,81,Moderate,40.0842,49.4158
United States of America,Lafayette,81,Moderate,1,Good,20,Good,8,Good,81,Moderate,37.8919,-122.1189
United States of America,Lafayette,81,Moderate,1,Good,20,Good,8,Good,81,Moderate,39.9946,-105.0998
United States of America,Lawton,81,Moderate,1,Good,24,Good,2,Good,81,Moderate,34.6175,-98.4202
Azerbaijan,Qobustan,81,Moderate,1,Good,48,Good,0,Good,81,Moderate,40.5367,48.9328
,Bagheria,81,Moderate,1,Good,46,Good,0,Good,81,Moderate,38.0833,13.5
Poland,Brzeg,81,Moderate,1,Good,42,Good,1,Good,81,Moderate,50.8667,17.4833
Italy,Susegana,81,Moderate,1,Good,53,Moderate,0,Good,81,Moderate,45.85,12.25
Republic of North Macedonia,Gevgelija,81,Moderate,1,Good,47,Good,0,Good,81,Moderate,41.1392,22.5025
United States of America,Lafayette,81,Moderate,1,Good,20,Good,8,Good,81,Moderate,30.2082,-92.0325
United States of America,Lafayette,81,Moderate,1,Good,20,Good,8,Good,81,Moderate,40.3991,-86.8593
Ukraine,Borodyanka,81,Moderate,1,Good,37,Good,1,Good,81,Moderate,50.6474,29.9258
Trinidad and Tobago,Arouca,81,Moderate,1,Good,21,Good,4,Good,81,Moderate,40.9338,-8.2449
United States of America,Surprise,81,Moderate,1,Good,24,Good,7,Good,81,Moderate,33.6815,-112.4515
Azerbaijan,Saray,81,Moderate,1,Good,47,Good,0,Good,81,Moderate,41.4411,27.9216
Azerbaijan,Saray,81,Moderate,1,Good,47,Good,0,Good,81,Moderate,40.5322,49.7164
Burkina Faso,Ouahigouya,81,Moderate,1,Good,35,Good,0,Good,81,Moderate,13.5833,-2.4167
Slovenia,Koper,81,Moderate,1,Good,49,Good,0,Good,81,Moderate,45.55,13.7333
Czechia,Prague,81,Moderate,1,Good,37,Good,2,Good,81,Moderate,50.0875,14.4214
Colombia,Maicao,81,Moderate,1,Good,22,Good,1,Good,81,Moderate,11.3778,-72.2389
Italy,Taormina,81,Moderate,1,Good,44,Good,0,Good,81,Moderate,37.8518,15.2857
Philippines,Pamplona,81,Moderate,1,Good,14,Good,0,Good,81,Moderate,18.4661,121.3425
United States of America,Catalina Foothills,81,Moderate,1,Good,20,Good,6,Good,81,Moderate,32.3046,-110.8838
Mexico,Reforma,81,Moderate,1,Good,23,Good,0,Good,81,Moderate,17.8658,-93.1472
India,Chinna Salem,81,Moderate,1,Good,43,Good,2,Good,81,Moderate,11.6342,78.8741
Tajikistan,Dushanbe,81,Moderate,1,Good,40,Good,0,Good,81,Moderate,38.5367,68.78
Trinidad and Tobago,Arouca,81,Moderate,1,Good,21,Good,4,Good,81,Moderate,10.6333,-61.3333
Hungary,Budapest,81,Moderate,1,Good,37,Good,2,Good,81,Moderate,47.4925,19.0514
Italy,Ciampino,81,Moderate,1,Good,46,Good,2,Good,81,Moderate,41.8,12.6
Mongolia,Erdenet,81,Moderate,1,Good,34,Good,0,Good,81,Moderate,49.0278,104.0444
Philippines,Pamplona,81,Moderate,1,Good,14,Good,0,Good,81,Moderate,42.8167,-1.65
Venezuela (Bolivarian Republic of),Ciudad Guayana,81,Moderate,1,Good,14,Good,0,Good,81,Moderate,8.3667,-62.65
Philippines,Pamplona,81,Moderate,1,Good,14,Good,0,Good,81,Moderate,7.3781,-72.6525
Philippines,Pamplona,81,Moderate,1,Good,14,Good,0,Good,81,Moderate,9.4667,123.1167
Philippines,Pamplona,81,Moderate,1,Good,14,Good,0,Good,81,Moderate,13.5925,123.0833
Cuba,Baracoa,81,Moderate,1,Good,40,Good,0,Good,81,Moderate,20.3486,-74.5106
Ghana,Cape Coast,81,Moderate,1,Good,21,Good,0,Good,81,Moderate,5.1,-1.25
Philippines,Kabankalan,81,Moderate,1,Good,16,Good,0,Good,81,Moderate,9.9833,122.8167
Switzerland,Steffisburg,80,Moderate,1,Good,33,Good,1,Good,80,Moderate,46.7667,7.6333
Benin,Abomey,80,Moderate,1,Good,21,Good,1,Good,80,Moderate,7.1856,1.9881
Iran (Islamic Republic of),Astara,80,Moderate,1,Good,45,Good,0,Good,80,Moderate,38.4561,48.8786
Ghana,Prestea,80,Moderate,1,Good,16,Good,0,Good,80,Moderate,5.4333,-2.15
Israel,Qiryat Gat,80,Moderate,1,Good,62,Moderate,4,Good,80,Moderate,31.6061,34.7717
Mexico,Montemorelos,80,Moderate,1,Good,11,Good,2,Good,80,Moderate,25.1872,-99.8267
United States of America,Sun City West,80,Moderate,1,Good,25,Good,6,Good,80,Moderate,33.6695,-112.3573
Poland,Katowice,80,Moderate,1,Good,36,Good,4,Good,80,Moderate,50.2667,19.0167
Serbia,Temerin,80,Moderate,1,Good,40,Good,2,Good,80,Moderate,45.4167,19.8833
United States of America,Alabaster,80,Moderate,1,Good,18,Good,10,Good,80,Moderate,33.2198,-86.8225
Malaysia,Kluang,80,Moderate,1,Good,38,Good,0,Good,80,Moderate,2.0336,103.3194
Israel,Netanya,80,Moderate,1,Good,48,Good,4,Good,80,Moderate,32.3286,34.8567
Republic of North Macedonia,Resen,80,Moderate,1,Good,45,Good,1,Good,80,Moderate,41.0893,21.0109
Philippines,Carmen,80,Moderate,1,Good,26,Good,0,Good,80,Moderate,18.4167,-91.6333
Mexico,Hermosillo,80,Moderate,1,Good,26,Good,0,Good,80,Moderate,29.0989,-110.9542
United States of America,Hoover,80,Moderate,1,Good,16,Good,11,Good,80,Moderate,33.3763,-86.8068
Ukraine,Boryslav,80,Moderate,1,Good,41,Good,0,Good,80,Moderate,49.2881,23.4267
United States of America,Nashville,80,Moderate,1,Good,31,Good,4,Good,80,Moderate,36.1715,-86.7842
Kazakhstan,Esil,80,Moderate,1,Good,27,Good,0,Good,80,Moderate,51.9556,66.4042
Germany,Hoyerswerda,80,Moderate,1,Good,36,Good,2,Good,80,Moderate,51.4333,14.25
Philippines,Carmen,80,Moderate,1,Good,26,Good,0,Good,80,Moderate,7.2,124.7833
Philippines,Carmen,80,Moderate,1,Good,26,Good,0,Good,80,Moderate,7.3606,125.7064
Philippines,Carmen,80,Moderate,1,Good,26,Good,0,Good,80,Moderate,9.8167,124.2
Philippines,Carmen,80,Moderate,1,Good,26,Good,0,Good,80,Moderate,9.2289,126.0167
Philippines,Carmen,80,Moderate,1,Good,26,Good,0,Good,80,Moderate,8.9999,125.2648
United States of America,Hueytown,80,Moderate,1,Good,17,Good,11,Good,80,Moderate,33.4239,-87.022
United States of America,Trussville,80,Moderate,1,Good,18,Good,9,Good,80,Moderate,33.6405,-86.5815
Poland,Gorlice,80,Moderate,1,Good,31,Good,2,Good,80,Moderate,49.6547,21.1597
United States of America,Tucson,80,Moderate,1,Good,20,Good,6,Good,80,Moderate,32.1541,-110.8787
Burkina Faso,Kongoussi,80,Moderate,1,Good,37,Good,0,Good,80,Moderate,13.3333,-1.5333
United States of America,Casa Grande,80,Moderate,1,Good,14,Good,9,Good,80,Moderate,32.9069,-111.7624
Switzerland,Lyss,80,Moderate,1,Good,29,Good,1,Good,80,Moderate,47.0667,7.3
Italy,Agliana,80,Moderate,1,Good,39,Good,4,Good,80,Moderate,43.9,11.0
United States of America,Hobe Sound,80,Moderate,1,Good,22,Good,7,Good,80,Moderate,27.0729,-80.1425
United States of America,El Dorado,79,Moderate,1,Good,26,Good,3,Good,79,Moderate,6.7167,-61.6167
United States of America,El Dorado,79,Moderate,1,Good,26,Good,3,Good,79,Moderate,37.821,-96.8613
United States of America,El Dorado,79,Moderate,1,Good,26,Good,3,Good,79,Moderate,33.2184,-92.664
United States of America,El Dorado,79,Moderate,1,Good,26,Good,3,Good,79,Moderate,24.3228,-107.363
Hungary,Zalaegerszeg,79,Moderate,1,Good,39,Good,1,Good,79,Moderate,46.8392,16.8511
Uzbekistan,Boysun,79,Moderate,1,Good,48,Good,0,Good,79,Moderate,38.2,67.2
Honduras,San Pedro Sula,79,Moderate,1,Good,9,Good,2,Good,79,Moderate,15.5,-88.0333
Ethiopia,Finote Selam,79,Moderate,1,Good,18,Good,0,Good,79,Moderate,10.7,37.2667
Ethiopia,Dabat,79,Moderate,1,Good,16,Good,1,Good,79,Moderate,12.9842,37.765
Turkey,Siirt,79,Moderate,1,Good,29,Good,2,Good,79,Moderate,37.925,41.9458
Honduras,Tela,79,Moderate,1,Good,21,Good,0,Good,79,Moderate,15.7833,-87.4667
Azerbaijan,Baku,79,Moderate,1,Good,46,Good,0,Good,79,Moderate,40.3667,49.8352
Slovakia,Trnava,79,Moderate,1,Good,41,Good,1,Good,79,Moderate,48.3775,17.5883
Germany,Radeberg,79,Moderate,1,Good,35,Good,2,Good,79,Moderate,51.1167,13.9167
United States of America,Russellville,79,Moderate,1,Good,23,Good,4,Good,79,Moderate,35.2762,-93.1383
United States of America,Goodlettsville,79,Moderate,1,Good,32,Good,4,Good,79,Moderate,36.333,-86.7026
,Alvarado,79,Moderate,1,Good,20,Good,1,Good,79,Moderate,18.7811,-95.7572
India,Kottayam,79,Moderate,1,Good,23,Good,1,Good,79,Moderate,9.5947,76.4856
United States of America,Snyder,79,Moderate,1,Good,29,Good,0,Good,79,Moderate,32.7133,-100.9116
Italy,Carbonia,79,Moderate,1,Good,38,Good,0,Good,79,Moderate,39.1672,8.5222
Italy,Caselle Torinese,79,Moderate,1,Good,55,Moderate,0,Good,79,Moderate,45.1775,7.6464
United States of America,Van Buren,79,Moderate,1,Good,25,Good,3,Good,79,Moderate,43.1211,-76.3591
United States of America,Van Buren,79,Moderate,1,Good,25,Good,3,Good,79,Moderate,35.4483,-94.3528
India,Tambaram,79,Moderate,1,Good,30,Good,1,Good,79,Moderate,12.831,80.0459
Ghana,Kumasi,79,Moderate,1,Good,18,Good,0,Good,79,Moderate,6.6667,-1.6167
Italy,Castelfranco Emilia,79,Moderate,1,Good,29,Good,7,Good,79,Moderate,44.5967,11.0528
United States of America,Russellville,79,Moderate,1,Good,23,Good,4,Good,79,Moderate,34.5055,-87.7283
Serbia,Mladenovac,79,Moderate,1,Good,38,Good,2,Good,79,Moderate,44.4333,20.7
Egypt,Suez,79,Moderate,1,Good,58,Moderate,2,Good,79,Moderate,29.9667,32.55
Poland,Kielce,79,Moderate,1,Good,36,Good,1,Good,79,Moderate,50.8742,20.6333
United States of America,Alexander City,79,Moderate,1,Good,27,Good,3,Good,79,Moderate,32.9229,-85.9358
,Alvarado,79,Moderate,1,Good,20,Good,1,Good,79,Moderate,4.5667,-74.95
Czechia,Humpolec,79,Moderate,1,Good,37,Good,1,Good,79,Moderate,49.5417,15.3572
Ukraine,Chortkiv,79,Moderate,1,Good,33,Good,1,Good,79,Moderate,49.0167,25.8
Ghana,Nkawkaw,79,Moderate,1,Good,19,Good,0,Good,79,Moderate,6.55,-0.7667
Mali,Kati,79,Moderate,1,Good,23,Good,0,Good,79,Moderate,12.7504,-8.08
Israel,Bet Shemesh,78,Moderate,1,Good,44,Good,5,Good,78,Moderate,31.7456,34.9867
Ukraine,Kalynivka,78,Moderate,1,Good,36,Good,1,Good,78,Moderate,49.4472,28.5231
United States of America,Alamogordo,78,Moderate,1,Good,31,Good,0,Good,78,Moderate,32.8837,-105.9625
Germany,Riedlingen,78,Moderate,1,Good,28,Good,3,Good,78,Moderate,48.1553,9.4728
Philippines,Santa Catalina,78,Moderate,1,Good,16,Good,0,Good,78,Moderate,10.6039,-75.2878
Indonesia,Batu,78,Moderate,1,Good,35,Good,1,Good,78,Moderate,-7.872,112.525
United States of America,Conway,78,Moderate,1,Good,23,Good,4,Good,78,Moderate,35.0753,-92.4692
United States of America,Conway,78,Moderate,1,Good,23,Good,4,Good,78,Moderate,33.8401,-79.0431
